Numer	K18-2001-Niedzica-112570-126110-bUtY,wIgoń - segmenty.txt	tmin	tier	text	tmax	Mówca	Próbka	f1	f2	f3	f4	Max f1	Max f2	Max f3	Max f4	Min f1	Min f2	Min f3	Min f4	f1'	f2'	f3'	f4'
1539140	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły - segmenty.txt	6,59676	informator	o	6,653507	K18-2001-Niedzica	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły	551,4373515	1564,500727	2538,023665	3816,196288	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,339594274	0,202030189	0,416717744	0,439538746
1539237	K18-2001-Niedzica-523981-530200-tÉgo,środEk,dziadEk,zAczął,tOpić,skOczyli,rAtOwali - segmenty.txt	2,819333	informator	e	2,868236	K18-2001-Niedzica	K18-2001-Niedzica-523981-530200-tÉgo,środEk,dziadEk,zAczął,tOpić,skOczyli,rAtOwali	549,9795914	1681,100613	2602,57326	3908,68148	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,337624144	0,390088557	0,538487071	0,59170515
953846	M12-1998-Niedzica-148792-160010-zA,pAs,byŁo,bEz,pŁot,skÁkać,braŁo,chUdY - segmenty.txt	3,590938	informator	a	3,701011	M12-1998-Niedzica	M12-1998-Niedzica-148792-160010-zA,pAs,byŁo,bEz,pŁot,skÁkać,braŁo,chUdY	547,0257701	1712,075611	2626,211195	3830,271437	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,646892737	0,792678544	0,869645133	0,709925594
1024523	K18-2001-Niedzica-276630-284600-tÉż,Jak,czy Jak,jÁ,gÁdką,sObą,gÁdały,gadaŁy - segmenty.txt	6,268791	informator	o	6,340475	K18-2001-Niedzica	K18-2001-Niedzica-276630-284600-tÉż,Jak,czy Jak,jÁ,gÁdką,sObą,gÁdały,gadaŁy	546,2835226	1590,176486	2601,602076	3863,095442	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,332628989	0,24344139	0,536654986	0,516702187
1539203	K18-2001-Niedzica-268726-275660-bAbkA,trOszeczke,AlE,zA,dUżo,A,gÓtkA,gAdA,wszYstkich,pO - segmenty.txt	5,400326	informator	o	5,443735	K18-2001-Niedzica	K18-2001-Niedzica-268726-275660-bAbkA,trOszeczke,AlE,zA,dUżo,A,gÓtkA,gAdA,wszYstkich,pO	545,7171589	1741,945375	2686,54679	3957,370336	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,33186356	0,488222157	0,696898605	0,671813198
954721	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły - segmenty.txt	13,194328	informator	o	13,230247	K18-2001-Niedzica	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły	540,9002392	1811,955286	2519,971026	3741,93241	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,3253536	0,601137787	0,382662414	0,31735197
953846	K18-2001-Niedzica-653720-661325-wtEdy,tÉż,bAbka,zOstaje,zostaJe - segmenty.txt	0,532288	informator	e	0,618378	K18-2001-Niedzica	K18-2001-Niedzica-653720-661325-wtEdy,tÉż,bAbka,zOstaje,zostaJe	540,4636257	1753,992781	2606,881705	4004,28859	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,324763527	0,50765284	0,546614721	0,749008065
1024523	K18-2001-Niedzica-448233-457670-bAbka,dÁwniej,chodzIlI - segmenty.txt	2,71821	informator	o	2,810954	K18-2001-Niedzica	K18-2001-Niedzica-448233-457670-bAbka,dÁwniej,chodzIlI	539,6338371	1706,176336	2567,084917	3798,055222	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,323642086	0,430531988	0,471540229	0,409691148
953846	M12-1998-Niedzica-28595-38710-chOdzą,gŁównie,tO,gÓrAlE,spiszÁki - segmenty.txt	1,908769	informator	o	2,016352	M12-1998-Niedzica	M12-1998-Niedzica-28595-38710-chOdzą,gŁównie,tO,gÓrAlE,spiszÁki	535,6542629	1398,532382	2529,92354	3791,063358	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,615150916	0,389685158	0,741211522	0,60731257
954796	M12-1998-Niedzica-28595-38710-chOdzą,gŁównie,tO,gÓrAlE,spiszÁki - segmenty.txt	0,266548	informator	o	0,383585	M12-1998-Niedzica	M12-1998-Niedzica-28595-38710-chOdzą,gŁównie,tO,gÓrAlE,spiszÁki	534,8731508	1518,440113	2512,06882	3778,77797	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,612970561	0,54380114	0,717395943	0,575159989
	M12-1998-Niedzica-148792-160010-zA,pAs,byŁo,bEz,pŁot,skÁkać,braŁo,chUdY - segmenty.txt	2,966326	informator	e	3,034018	M12-1998-Niedzica	M12-1998-Niedzica-148792-160010-zA,pAs,byŁo,bEz,pŁot,skÁkać,braŁo,chUdY	533,0089956	1873,379099	2633,220722	3825,314341	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,607767057	1	0,878994814	0,696952182
	K18-2001-Niedzica-523981-530200-tÉgo,środEk,dziadEk,zAczął,tOpić,skOczyli,rAtOwali - segmenty.txt	1,225529	informator	e	1,290222	K18-2001-Niedzica	K18-2001-Niedzica-523981-530200-tÉgo,środEk,dziadEk,zAczął,tOpić,skOczyli,rAtOwali	531,8479451	1721,992335	2570,70755	3891,170113	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,313119625	0,456040855	0,47837413	0,5628936
953713	K18-2001-Niedzica-523981-530200-tÉgo,środEk,dziadEk,zAczął,tOpić,skOczyli,rAtOwali - segmenty.txt	3,584708	informator	o	3,645835	K18-2001-Niedzica	K18-2001-Niedzica-523981-530200-tÉgo,środEk,dziadEk,zAczął,tOpić,skOczyli,rAtOwali	531,4646775	1657,791601	2582,080917	3913,648338	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,312601647	0,352494569	0,499829372	0,599877151
954027	M12-1998-Niedzica-89656-92480-gŁównie,tO,wŁaśnie,kolegÓw,tO,niedzicY - segmenty.txt	1,325686	informator	e	1,39496	M12-1998-Niedzica	M12-1998-Niedzica-89656-92480-gŁównie,tO,wŁaśnie,kolegÓw,tO,niedzicY	523,4207339	1469,392574	2396,220871	3721,427469	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,581002893	0,480760921	0,562871768	0,425065708
954144	K18-2001-Niedzica-276630-284600-tÉż,Jak,czy Jak,jÁ,gÁdką,sObą,gÁdały,gadaŁy - segmenty.txt	6,523158	informator	ł	6,587826	K18-2001-Niedzica	K18-2001-Niedzica-276630-284600-tÉż,Jak,czy Jak,jÁ,gÁdką,sObą,gÁdały,gadaŁy	521,29333	1679,116228	2658,890077	3850,565553	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,298855296	0,386888037	0,644725708	0,496086689
953846	K18-2001-Niedzica-213300-218680-tÉż,maŁy,to Jest,chŁopak,chłopAk,tAk,gÁda - segmenty.txt	0,46388	informator	j	0,568444	K18-2001-Niedzica	K18-2001-Niedzica-213300-218680-tÉż,maŁy,to Jest,chŁopak,chłopAk,tAk,gÁda	518,7245638	1762,572346	2651,047446	4033,56481	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,295383665	0,521490409	0,629931007	0,797176394
	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą - segmenty.txt	8,785042	informator	o	8,864435	M12-1998-Niedzica	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą	518,2560774	1588,67297	2474,563822	3705,544661	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,566586545	0,634070596	0,667369776	0,38349818
1024523	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły - segmenty.txt	9,632115	informator	o	9,692609	K18-2001-Niedzica	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły	516,9657428	1439,238037	2503,812419	3813,479876	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,293006657	0	0,352180074	0,435069417
1024523	M12-1998-Niedzica-96520-107070-rÓżnie,Ugadujemy,pOgÁdamy,U - segmenty.txt	7,241188	informator	o	7,29855	M12-1998-Niedzica	M12-1998-Niedzica-96520-107070-rÓżnie,Ugadujemy,pOgÁdamy,U	516,2849469	1615,546332	2624,679791	3819,719689	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,561084436	0,668610609	0,867602464	0,682310196
	M12-1998-Niedzica-96520-107070-rÓżnie,Ugadujemy,pOgÁdamy,U - segmenty.txt	7,0923	informator	o	7,13957	M12-1998-Niedzica	M12-1998-Niedzica-96520-107070-rÓżnie,Ugadujemy,pOgÁdamy,U	515,1147323	1232,425539	2133,505347	3738,941332	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,557817961	0,176190007	0,212447786	0,470901938
954027	M12-1998-Niedzica-89656-92480-gŁównie,tO,wŁaśnie,kolegÓw,tO,niedzicY - segmenty.txt	1,646247	informator	o	1,675605	M12-1998-Niedzica	M12-1998-Niedzica-89656-92480-gŁównie,tO,wŁaśnie,kolegÓw,tO,niedzicY	514,3266616	1288,473371	2331,279492	3751,869026	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,555618182	0,248227619	0,476249492	0,504735521
954195	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły - segmenty.txt	1,259273	informator	o	1,297187	K18-2001-Niedzica	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły	511,7630586	1760,194499	2609,986904	3950,878355	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,285975344	0,517655294	0,552472511	0,661131905
953713	M12-1998-Niedzica-89656-92480-gŁównie,tO,wŁaśnie,kolegÓw,tO,niedzicY - segmenty.txt	1,237229	informator	o	1,280925	M12-1998-Niedzica	M12-1998-Niedzica-89656-92480-gŁównie,tO,wŁaśnie,kolegÓw,tO,niedzicY	506,1192539	1549,03323	2418,905867	3669,147868	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,53270846	0,583122109	0,593130226	0,288242683
1539464	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły - segmenty.txt	7,348368	informator	o	7,430181	K18-2001-Niedzica	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły	505,3102629	1786,667118	2731,434033	3987,217123	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,277254534	0,560351712	0,781575966	0,720920285
953846	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą - segmenty.txt	4,040626	informator	o	4,115361	M12-1998-Niedzica	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą	502,4089977	1776,321211	2634,654636	3800,211335	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,522351848	0,87525265	0,880907445	0,631254104
953905	K18-2001-Niedzica-376740-384920-ktO,kUpOwać,brAtA,hEt,gAzdÓwkA - segmenty.txt	4,397382	informator	oo	4,432111	K18-2001-Niedzica	K18-2001-Niedzica-376740-384920-ktO,kUpOwać,brAtA,hEt,gAzdÓwkA	501,3887986	1606,587922	2591,768058	3792,158693	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,271954761	0,269910608	0,518103642	0,399989555
954027	K18-2001-Niedzica-213300-218680-tÉż,maŁy,to Jest,chŁopak,chłopAk,tAk,gÁda - segmenty.txt	4,700032	informator	e	4,740912	K18-2001-Niedzica	K18-2001-Niedzica-213300-218680-tÉż,maŁy,to Jest,chŁopak,chłopAk,tAk,gÁda	496,0003103	1765,931043	2548,856912	3940,387064	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,264672338	0,526907491	0,43715408	0,643870526
953846	K18-2001-Niedzica-112570-126110-bUtY,wIgoń - segmenty.txt	4,299275	informator	o	4,389337	K18-2001-Niedzica	K18-2001-Niedzica-112570-126110-bUtY,wIgoń	495,0363463	1550,094424	2530,869041	3836,733714	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,263369562	0,178794953	0,403220932	0,473329088
953713	M12-1998-Niedzica-244941-256010-tO,byŁ,wYkOpYwany,bO,tO,byŁ,dAwno - segmenty.txt	1,855326	eksplorator	o	1,899188	M12-1998-Niedzica	M12-1998-Niedzica-244941-256010-tO,byŁ,wYkOpYwany,bO,tO,byŁ,dAwno	492,1608123	1375,368873	2561,682698	3796,603535	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,493745608	0,359913375	0,78357358	0,621811988
	M12-1998-Niedzica-28595-38710-chOdzą,gŁównie,tO,gÓrAlE,spiszÁki - segmenty.txt	5,780826	informator	o	5,855263	M12-1998-Niedzica	M12-1998-Niedzica-28595-38710-chOdzą,gŁównie,tO,gÓrAlE,spiszÁki	490,7700579	1802,341967	2723,93923	3902,417486	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,48986353	0,908696818	1	0,898741893
953565	K18-2001-Niedzica-276630-284600-tÉż,Jak,czy Jak,jÁ,gÁdką,sObą,gÁdały,gadaŁy - segmenty.txt	5,637795	informator	o	5,697951	K18-2001-Niedzica	K18-2001-Niedzica-276630-284600-tÉż,Jak,czy Jak,jÁ,gÁdką,sObą,gÁdały,gadaŁy	489,2091463	1799,480741	2551,445787	3853,752415	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,25549423	0,581018191	0,442037854	0,501330052
1539203	K18-2001-Niedzica-653720-661325-wtEdy,tÉż,bAbka,zOstaje,zostaJe - segmenty.txt	5,444026	informator	o	5,49654	K18-2001-Niedzica	K18-2001-Niedzica-653720-661325-wtEdy,tÉż,bAbka,zOstaje,zostaJe	488,8201427	1741,418301	2699,575936	3979,85887	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,254968501	0,487372065	0,721477385	0,708813709
953846	K18-2001-Niedzica-112570-126110-bUtY,wIgoń - segmenty.txt	0,934542	informator	y	0,971111	K18-2001-Niedzica	K18-2001-Niedzica-112570-126110-bUtY,wIgoń	485,5385098	1790,323919	2733,479261	4013,952005	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,250533446	0,566249592	0,785434178	0,764907336
	M12-1998-Niedzica-28595-38710-chOdzą,gŁównie,tO,gÓrAlE,spiszÁki - segmenty.txt	1,394662	informator	o	1,435018	M12-1998-Niedzica	M12-1998-Niedzica-28595-38710-chOdzą,gŁównie,tO,gÓrAlE,spiszÁki	483,7026684	1443,873485	2443,41517	3785,629299	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,470135995	0,447961539	0,625822042	0,593090876
	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły - segmenty.txt	4,742996	informator	o	4,783903	K18-2001-Niedzica	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły	482,4578957	1795,709531	2578,583939	3786,235928	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,246370064	0,574935787	0,493232512	0,390244796
1539348	K18-2001-Niedzica-268726-275660-bAbkA,trOszeczke,AlE,zA,dUżo,A,gÓtkA,gAdA,wszYstkich,pO - segmenty.txt	5,509399	informator	o	5,571505	K18-2001-Niedzica	K18-2001-Niedzica-268726-275660-bAbkA,trOszeczke,AlE,zA,dUżo,A,gÓtkA,gAdA,wszYstkich,pO	481,2104639	1786,315517	2616,107455	3950,309154	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,244684188	0,559784632	0,564018601	0,660195396
	K18-2001-Niedzica-268726-275660-bAbkA,trOszeczke,AlE,zA,dUżo,A,gÓtkA,gAdA,wszYstkich,pO - segmenty.txt	1,309626	informator	o	1,33514	K18-2001-Niedzica	K18-2001-Niedzica-268726-275660-bAbkA,trOszeczke,AlE,zA,dUżo,A,gÓtkA,gAdA,wszYstkich,pO	479,55987	1687,504302	2538,050807	3788,296412	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,242453447	0,40041676	0,416768945	0,393634923
1539140	M12-1998-Niedzica-148792-160010-zA,pAs,byŁo,bEz,pŁot,skÁkać,braŁo,chUdY - segmenty.txt	3,452932	informator	o	3,495987	M12-1998-Niedzica	M12-1998-Niedzica-148792-160010-zA,pAs,byŁo,bEz,pŁot,skÁkać,braŁo,chUdY	477,2108978	1629,066804	2493,791028	3818,431407	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,452015211	0,685988311	0,693016049	0,678938581
953846	K18-2001-Niedzica-213300-218680-tÉż,maŁy,to Jest,chŁopak,chłopAk,tAk,gÁda - segmenty.txt	4,759823	informator	o	4,823833	K18-2001-Niedzica	K18-2001-Niedzica-213300-218680-tÉż,maŁy,to Jest,chŁopak,chłopAk,tAk,gÁda	476,1141351	1789,879159	2570,657293	3774,174204	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,237796612	0,565532259	0,478279323	0,370399574
953565	K18-2001-Niedzica-523981-530200-tÉgo,środEk,dziadEk,zAczął,tOpić,skOczyli,rAtOwali - segmenty.txt	1,061504	informator	o	1,128256	K18-2001-Niedzica	K18-2001-Niedzica-523981-530200-tÉgo,środEk,dziadEk,zAczął,tOpić,skOczyli,rAtOwali	473,1476471	1719,445029	2521,683542	3894,163908	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,233787469	0,451932428	0,385892984	0,567819308
	K18-2001-Niedzica-523981-530200-tÉgo,środEk,dziadEk,zAczął,tOpić,skOczyli,rAtOwali - segmenty.txt	5,050591	informator	o	5,096233	K18-2001-Niedzica	K18-2001-Niedzica-523981-530200-tÉgo,środEk,dziadEk,zAczął,tOpić,skOczyli,rAtOwali	469,3120324	1743,052173	2604,098173	3886,904579	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,228603721	0,490007259	0,541363738	0,555875492
953713	M12-1998-Niedzica-226250-241410-neJI,tÉż,rÓżne,zEspoŁy,byŁy,JakbY,odgrYwaŁo - segmenty.txt	8,769166	informator	j	8,85856	M12-1998-Niedzica	M12-1998-Niedzica-226250-241410-neJI,tÉż,rÓżne,zEspoŁy,byŁy,JakbY,odgrYwaŁo	468,3369228	1609,805054	2520,914172	3746,085952	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,427244869	0,661231413	0,729194345	0,489600408
	M12-1998-Niedzica-28595-38710-chOdzą,gŁównie,tO,gÓrAlE,spiszÁki - segmenty.txt	1,805225	informator	oo	1,872881	M12-1998-Niedzica	M12-1998-Niedzica-28595-38710-chOdzą,gŁównie,tO,gÓrAlE,spiszÁki	464,5807505	1418,388251	2552,421688	3863,775091	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,416760089	0,415205671	0,771220751	0,797609344
1539203	K18-2001-Niedzica-276630-284600-tÉż,Jak,czy Jak,jÁ,gÁdką,sObą,gÁdały,gadaŁy - segmenty.txt	4,358091	informator	oo	4,405056	K18-2001-Niedzica	K18-2001-Niedzica-276630-284600-tÉż,Jak,czy Jak,jÁ,gÁdką,sObą,gÁdały,gadaŁy	461,2204731	1506,607259	2490,854087	3749,928069	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,217668157	0,108656589	0,327734881	0,330507273
954398	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą - segmenty.txt	6,506382	informator	o	6,545305	M12-1998-Niedzica	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą	458,8816893	1515,165675	2497,7403	3683,226073	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,400852032	0,539592544	0,698283799	0,325087313
1539203	K18-2001-Niedzica-213300-218680-tÉż,maŁy,to Jest,chŁopak,chłopAk,tAk,gÁda - segmenty.txt	4,977432	informator	o	5,017511	K18-2001-Niedzica	K18-2001-Niedzica-213300-218680-tÉż,maŁy,to Jest,chŁopak,chłopAk,tAk,gÁda	456,50717	1834,876655	2741,202755	3891,460165	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,211298232	0,638106564	0,800004133	0,563370824
	M12-1998-Niedzica-244941-256010-tO,byŁ,wYkOpYwany,bO,tO,byŁ,dAwno - segmenty.txt	10,175109	eksplorator	o	10,221059	M12-1998-Niedzica	M12-1998-Niedzica-244941-256010-tO,byŁ,wYkOpYwany,bO,tO,byŁ,dAwno	456,1071524	1480,824145	2468,536311	3688,300709	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,393107337	0,495453784	0,65932996	0,338368347
	K18-2001-Niedzica-571230-575980-Otworzyła,tAta,ścigÁł - segmenty.txt	4,067778	informator	o	4,174624	K18-2001-Niedzica	K18-2001-Niedzica-571230-575980-Otworzyła,tAta,ścigÁł	452,8596815	1715,372169	2552,06576	3883,227148	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,206368732	0,445363507	0,443207399	0,549824995
953836	M12-1998-Niedzica-244941-256010-tO,byŁ,wYkOpYwany,bO,tO,byŁ,dAwno - segmenty.txt	1,685194	eksplorator	y	1,716525	M12-1998-Niedzica	M12-1998-Niedzica-244941-256010-tO,byŁ,wYkOpYwany,bO,tO,byŁ,dAwno	446,8766554	1370,485973	2360,394798	3750,677285	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,367341818	0,353637442	0,515085041	0,501616569
1539464	K18-2001-Niedzica-112570-126110-bUtY,wIgoń - segmenty.txt	12,867107	informator	u	12,904201	K18-2001-Niedzica	K18-2001-Niedzica-112570-126110-bUtY,wIgoń	444,2393287	1654,985686	2446,785805	3549,049114	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,194718516	0,347969043	0,244602445	0
