Numer	K18-2001-Niedzica-112570-126110-bUtY,wIgoń - segmenty.txt	tmin	tier	text	tmax	Mówca	Próbka	f1	f2	f3	f4	Max f1	Max f2	Max f3	Max f4	Min f1	Min f2	Min f3	Min f4	f1'	f2'	f3'	f4'
953836	K18-2001-Niedzica-268726-275660-bAbkA,trOszeczke,AlE,zA,dUżo,A,gÓtkA,gAdA,wszYstkich,pO - segmenty.txt	3,998063	informator	oo	4,061429	K18-2001-Niedzica	K18-2001-Niedzica-268726-275660-bAbkA,trOszeczke,AlE,zA,dUżo,A,gÓtkA,gAdA,wszYstkich,pO	444,2335849	1742,326075	2600,264527	3892,387798	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,194710753	0,48883617	0,534131772	0,564897064
1539140	K18-2001-Niedzica-792180-798101-tAk,kOpalI,przychodzIlI - segmenty.txt	1,243352	informator	o	1,279104	K18-2001-Niedzica	K18-2001-Niedzica-792180-798101-tAk,kOpalI,przychodzIlI	443,147201	1705,934938	2571,983429	3880,417609	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,193242529	0,430142649	0,480781007	0,545202445
953565	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły - segmenty.txt	4,533564	informator	y	4,581455	K18-2001-Niedzica	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły	443,0703218	1646,920562	2616,290479	3925,000609	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,193138629	0,334961191	0,564363864	0,618555106
1024523	K18-2001-Niedzica-748712-765721-tYch - segmenty.txt	10,910597	informator	o	10,934331	K18-2001-Niedzica	K18-2001-Niedzica-748712-765721-tYch	439,4652403	1582,867055	2847,220029	3930,687269	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,188266441	0,231652359	1	0,627911398
1024523	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą - segmenty.txt	7,256572	informator	y	7,305875	M12-1998-Niedzica	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą	438,7575538	1625,435504	2634,943458	3822,4921	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,344678589	0,681321044	0,881292691	0,689565981
1539140	M12-1998-Niedzica-226250-241410-neJI,tÉż,rÓżne,zEspoŁy,byŁy,JakbY,odgrYwaŁo - segmenty.txt	7,063714	informator	o	7,090175	M12-1998-Niedzica	M12-1998-Niedzica-226250-241410-neJI,tÉż,rÓżne,zEspoŁy,byŁy,JakbY,odgrYwaŁo	436,1216734	1315,177677	2119,696413	3745,938651	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,337320933	0,282550346	0,194028693	0,489214901
954195	K18-2001-Niedzica-276630-284600-tÉż,Jak,czy Jak,jÁ,gÁdką,sObą,gÁdały,gadaŁy - segmenty.txt	3,68263	informator	o	3,750306	K18-2001-Niedzica	K18-2001-Niedzica-276630-284600-tÉż,Jak,czy Jak,jÁ,gÁdką,sObą,gÁdały,gadaŁy	435,4286002	1792,829828	2683,964445	3922,218074	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,182811011	0,570291252	0,692027151	0,613976985
	M12-1998-Niedzica-28595-38710-chOdzą,gŁównie,tO,gÓrAlE,spiszÁki - segmenty.txt	5,572782	informator	i	5,644357	M12-1998-Niedzica	M12-1998-Niedzica-28595-38710-chOdzą,gŁównie,tO,gÓrAlE,spiszÁki	435,3879046	1771,162012	2595,788625	3851,218308	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,33527273	0,868621593	0,829065885	0,764746485
	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą - segmenty.txt	6,670845	informator	o	6,812267	M12-1998-Niedzica	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą	430,7955813	1442,030886	2358,002436	3784,296661	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,322453962	0,445593268	0,511893981	0,589603177
954195	M12-1998-Niedzica-143087-147560-tÉż,I,wYchodzi,psA,tO,byŁo - segmenty.txt	3,30793	informator	o	3,36342	M12-1998-Niedzica	M12-1998-Niedzica-143087-147560-tÉż,I,wYchodzi,psA,tO,byŁo	430,7936689	1611,196976	2440,92191	3805,286952	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,322448624	0,663020433	0,622496399	0,644537704
953836	K18-2001-Niedzica-276630-284600-tÉż,Jak,czy Jak,jÁ,gÁdką,sObą,gÁdały,gadaŁy - segmenty.txt	0,923193	informator	j	0,950381	K18-2001-Niedzica	K18-2001-Niedzica-276630-284600-tÉż,Jak,czy Jak,jÁ,gÁdką,sObą,gÁdały,gadaŁy	430,4313778	1746,888816	2644,62859	4004,096351	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,176057375	0,496195195	0,617822182	0,748691774
1024523	K18-2001-Niedzica-295760-304520-trYbszA,tYle,zamkU - segmenty.txt	0,692118	informator	y	0,784967	K18-2001-Niedzica	K18-2001-Niedzica-295760-304520-trYbszA,tYle,zamkU	430,3526567	1757,21661	2613,550764	3884,845165	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,175950986	0,5128524	0,559195541	0,552487127
1539140	M12-1998-Niedzica-226250-241410-neJI,tÉż,rÓżne,zEspoŁy,byŁy,JakbY,odgrYwaŁo - segmenty.txt	9,120307	informator	y	9,233302	M12-1998-Niedzica	M12-1998-Niedzica-226250-241410-neJI,tÉż,rÓżne,zEspoŁy,byŁy,JakbY,odgrYwaŁo	427,7104343	1354,297701	2250,676355	3559,011345	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,313842247	0,332830849	0,368736727	0
953836	M12-1998-Niedzica-89656-92480-gŁównie,tO,wŁaśnie,kolegÓw,tO,niedzicY - segmenty.txt	1,469155	informator	oo	1,511171	M12-1998-Niedzica	M12-1998-Niedzica-89656-92480-gŁównie,tO,wŁaśnie,kolegÓw,tO,niedzicY	425,4744247	1536,648866	2375,442006	3670,592282	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,307600768	0,567204634	0,535155809	0,292022916
953836	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą - segmenty.txt	2,830346	informator	j	2,906938	M12-1998-Niedzica	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą	424,7393417	1661,16985	2502,851406	3671,461912	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,305548897	0,727249974	0,705101264	0,294298859
	M12-1998-Niedzica-244941-256010-tO,byŁ,wYkOpYwany,bO,tO,byŁ,dAwno - segmenty.txt	0,764091	eksplorator	o	0,820485	M12-1998-Niedzica	M12-1998-Niedzica-244941-256010-tO,byŁ,wYkOpYwany,bO,tO,byŁ,dAwno	422,2163421	1540,385705	2534,6017	3649,770728	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,29850633	0,572007549	0,747451501	0,237529996
	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły - segmenty.txt	7,159422	informator	o	7,212235	K18-2001-Niedzica	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły	422,1005344	1842,604305	2840,634474	3933,068074	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,164798425	0,650570121	0,987576706	0,631828551
954195	M12-1998-Niedzica-143087-147560-tÉż,I,wYchodzi,psA,tO,byŁo - segmenty.txt	1,482	informator	i	1,528422	M12-1998-Niedzica	M12-1998-Niedzica-143087-147560-tÉż,I,wYchodzi,psA,tO,byŁo	420,8645764	1532,131036	2371,537877	3693,55037	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,294733083	0,561397921	0,529948274	0,352107444
954538	M12-1998-Niedzica-226250-241410-neJI,tÉż,rÓżne,zEspoŁy,byŁy,JakbY,odgrYwaŁo - segmenty.txt	13,436629	informator	y	13,470242	M12-1998-Niedzica	M12-1998-Niedzica-226250-241410-neJI,tÉż,rÓżne,zEspoŁy,byŁy,JakbY,odgrYwaŁo	419,9181842	1665,54658	2460,196813	3807,664102	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,292091374	0,732875334	0,648206293	0,650759037
1539203	K18-2001-Niedzica-112570-126110-bUtY,wIgoń - segmenty.txt	0,724696	informator	u	0,784886	K18-2001-Niedzica	K18-2001-Niedzica-112570-126110-bUtY,wIgoń	419,510547	1751,247071	2602,623799	3862,540039	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,161298114	0,503224417	0,538582411	0,515788379
	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły - segmenty.txt	0,247462	informator	o	0,296268	K18-2001-Niedzica	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły	419,3354454	1670,92023	2676,786514	3872,42413	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,161061468	0,373669104	0,678486371	0,532050729
954538	M12-1998-Niedzica-148792-160010-zA,pAs,byŁo,bEz,pŁot,skÁkać,braŁo,chUdY - segmenty.txt	3,204625	informator	ł	3,231085	M12-1998-Niedzica	M12-1998-Niedzica-148792-160010-zA,pAs,byŁo,bEz,pŁot,skÁkać,braŁo,chUdY	418,4245863	1535,384163	2507,713889	3684,14431	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,287922224	0,565579126	0,711587104	0,327490467
	M12-1998-Niedzica-244941-256010-tO,byŁ,wYkOpYwany,bO,tO,byŁ,dAwno - segmenty.txt	2,013021	eksplorator	y	2,063149	M12-1998-Niedzica	M12-1998-Niedzica-244941-256010-tO,byŁ,wYkOpYwany,bO,tO,byŁ,dAwno	417,8661579	1450,887841	2421,453224	3776,886457	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,286363456	0,456977007	0,596528026	0,570209638
	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą - segmenty.txt	1,589473	informator	y	1,661944	M12-1998-Niedzica	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą	417,5357873	1380,188151	2365,545698	3743,872029	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,285441278	0,366107536	0,521955586	0,483806263
954195	K18-2001-Niedzica-748712-765721-tYch - segmenty.txt	11,05399	informator	y	11,104425	K18-2001-Niedzica	K18-2001-Niedzica-748712-765721-tYch	411,8302973	1738,887646	2625,526935	3967,712099	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,150918426	0,483290492	0,581787941	0,68882856
	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą - segmenty.txt	2,491039	informator	y	2,564345	M12-1998-Niedzica	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą	411,7503114	1630,514164	2617,653252	3924,713587	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,269292007	0,687848586	0,858230092	0,957093908
	K18-2001-Niedzica-276630-284600-tÉż,Jak,czy Jak,jÁ,gÁdką,sObą,gÁdały,gadaŁy - segmenty.txt	0,459458	informator	y	0,543995	K18-2001-Niedzica	K18-2001-Niedzica-276630-284600-tÉż,Jak,czy Jak,jÁ,gÁdką,sObą,gÁdały,gadaŁy	410,2306827	1746,940536	2645,285483	4025,463437	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,148756582	0,496278612	0,619061375	0,783847159
	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą - segmenty.txt	2,357721	informator	y	2,396951	M12-1998-Niedzica	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą	408,3033451	1538,234331	2461,316018	3780,558801	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,259670329	0,569242412	0,649699148	0,579820675
1539140	M12-1998-Niedzica-244941-256010-tO,byŁ,wYkOpYwany,bO,tO,byŁ,dAwno - segmenty.txt	6,73199	eksplorator	ł	6,777941	M12-1998-Niedzica	M12-1998-Niedzica-244941-256010-tO,byŁ,wYkOpYwany,bO,tO,byŁ,dAwno	404,773628	1448,309129	2375,774136	3830,967014	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,249817664	0,453662619	0,535598823	0,711746017
1539219	K18-2001-Niedzica-653720-661325-wtEdy,tÉż,bAbka,zOstaje,zostaJe - segmenty.txt	0,861359	informator	y	0,936049	K18-2001-Niedzica	K18-2001-Niedzica-653720-661325-wtEdy,tÉż,bAbka,zOstaje,zostaJe	403,8594679	1736,850219	2561,228455	3842,282306	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,140146026	0,480004423	0,460492328	0,482458217
	M12-1998-Niedzica-226250-241410-neJI,tÉż,rÓżne,zEspoŁy,byŁy,JakbY,odgrYwaŁo - segmenty.txt	3,615526	informator	j	3,697054	M12-1998-Niedzica	M12-1998-Niedzica-226250-241410-neJI,tÉż,rÓżne,zEspoŁy,byŁy,JakbY,odgrYwaŁo	403,4920328	1739,582197	2643,014195	3838,739587	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,246240287	0,828032432	0,89205787	0,732087927
	K18-2001-Niedzica-792180-798101-tAk,kOpalI,przychodzIlI - segmenty.txt	5,244001	informator	i	5,335616	K18-2001-Niedzica	K18-2001-Niedzica-792180-798101-tAk,kOpalI,przychodzIlI	397,7206517	1746,561499	2533,306731	3861,804072	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,131849552	0,495667282	0,407819503	0,514577488
	K18-2001-Niedzica-523981-530200-tÉgo,środEk,dziadEk,zAczął,tOpić,skOczyli,rAtOwali - segmenty.txt	1,420325	informator	y	1,452672	K18-2001-Niedzica	K18-2001-Niedzica-523981-530200-tÉgo,środEk,dziadEk,zAczął,tOpić,skOczyli,rAtOwali	397,4025246	1668,091011	2536,878222	3981,513518	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,13141961	0,369105992	0,414556927	0,711536112
1539203	M12-1998-Niedzica-226250-241410-neJI,tÉż,rÓżne,zEspoŁy,byŁy,JakbY,odgrYwaŁo - segmenty.txt	6,567429	informator	oo	6,636084	M12-1998-Niedzica	M12-1998-Niedzica-226250-241410-neJI,tÉż,rÓżne,zEspoŁy,byŁy,JakbY,odgrYwaŁo	393,8621279	1484,681147	2438,423737	3620,983462	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,219359882	0,500411142	0,619164202	0,162189695
954721	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły - segmenty.txt	5,226894	informator	ł	5,29873	K18-2001-Niedzica	K18-2001-Niedzica-482690-496790-OpOwiadała,żE,pOtem,krOwY,Od,dziadkÓw,dOstała,dOpłakano,krOwy,pOtraciły	393,3831799	1726,52872	2556,522777	3855,895462	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,125987555	0,463357373	0,451615321	0,504856019
1539203	M12-1998-Niedzica-28595-38710-chOdzą,gŁównie,tO,gÓrAlE,spiszÁki - segmenty.txt	0,996801	informator	oo	1,089278	M12-1998-Niedzica	M12-1998-Niedzica-28595-38710-chOdzą,gŁównie,tO,gÓrAlE,spiszÁki	393,2953618	1371,528172	2352,378005	3709,785866	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,217777842	0,354976968	0,504391815	0,394598007
954195	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą - segmenty.txt	4,231048	informator	i	4,282236	M12-1998-Niedzica	M12-1998-Niedzica-68700-78600-tÉż,przyzwYczaJenia,pOcIsną,bO,tO,praktYcznie,wszYscy,gÁdaJą	393,110579	1753,84638	2603,811848	3822,01641	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,217262049	0,846366017	0,839767688	0,688321036
1539219	M12-1998-Niedzica-89656-92480-gŁównie,tO,wŁaśnie,kolegÓw,tO,niedzicY - segmenty.txt	0,38361	informator	oo	0,443292	M12-1998-Niedzica	M12-1998-Niedzica-89656-92480-gŁównie,tO,wŁaśnie,kolegÓw,tO,niedzicY	386,9169853	1400,254911	2489,63797	3800,919035	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,19997358	0,391899104	0,687476479	0,633106254
	K18-2001-Niedzica-448233-457670-bAbka,dÁwniej,chodzIlI - segmenty.txt	3,698168	informator	i	3,756932	K18-2001-Niedzica	K18-2001-Niedzica-448233-457670-bAbka,dÁwniej,chodzIlI	386,8323514	1831,254708	2670,474513	3941,333862	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,117134255	0,632264899	0,666579122	0,645428298
1539348	M12-1998-Niedzica-96520-107070-rÓżnie,Ugadujemy,pOgÁdamy,U - segmenty.txt	0,544511	informator	oo	0,615732	M12-1998-Niedzica	M12-1998-Niedzica-96520-107070-rÓżnie,Ugadujemy,pOgÁdamy,U	384,5527654	1540,278162	2520,576574	3745,968936	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,193374222	0,571869324	0,72874404	0,489294161
	M12-1998-Niedzica-148792-160010-zA,pAs,byŁo,bEz,pŁot,skÁkać,braŁo,chUdY - segmenty.txt	7,507282	informator	y	7,64413	M12-1998-Niedzica	M12-1998-Niedzica-148792-160010-zA,pAs,byŁo,bEz,pŁot,skÁkać,braŁo,chUdY	380,6920683	1727,669817	2568,159624	3834,783061	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,182597677	0,812721592	0,792212851	0,721733147
954195	M12-1998-Niedzica-28595-38710-chOdzą,gŁównie,tO,gÓrAlE,spiszÁki - segmenty.txt	7,993633	informator	u	8,076741	M12-1998-Niedzica	M12-1998-Niedzica-28595-38710-chOdzą,gŁównie,tO,gÓrAlE,spiszÁki	379,4443972	1677,134455	2675,303829	3941,107855	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,179114995	0,747769092	0,935127507	1
1539448	K18-2001-Niedzica-213300-218680-tÉż,maŁy,to Jest,chŁopak,chłopAk,tAk,gÁda - segmenty.txt	3,215783	informator	y	3,262482	K18-2001-Niedzica	K18-2001-Niedzica-213300-218680-tÉż,maŁy,to Jest,chŁopak,chłopAk,tAk,gÁda	372,6941973	1698,547447	2660,346404	4003,697588	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,098026852	0,418227719	0,647472991	0,748035687
1539311	K18-2001-Niedzica-523981-530200-tÉgo,środEk,dziadEk,zAczął,tOpić,skOczyli,rAtOwali - segmenty.txt	1,805516	informator	u	1,83896	K18-2001-Niedzica	K18-2001-Niedzica-523981-530200-tÉgo,środEk,dziadEk,zAczął,tOpić,skOczyli,rAtOwali	360,1407993	1718,445196	2613,184955	3831,806984	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,081061212	0,450319845	0,558505463	0,465223111
1539348	M12-1998-Niedzica-226250-241410-neJI,tÉż,rÓżne,zEspoŁy,byŁy,JakbY,odgrYwaŁo - segmenty.txt	6,292094	informator	y	6,370046	M12-1998-Niedzica	M12-1998-Niedzica-226250-241410-neJI,tÉż,rÓżne,zEspoŁy,byŁy,JakbY,odgrYwaŁo	354,1421166	1750,912371	2475,386907	3754,271569	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,108487553	0,84259497	0,66846765	0,511023311
	M12-1998-Niedzica-143087-147560-tÉż,I,wYchodzi,psA,tO,byŁo - segmenty.txt	0,649859	informator	y	0,706409	M12-1998-Niedzica	M12-1998-Niedzica-143087-147560-tÉż,I,wYchodzi,psA,tO,byŁo	353,1805657	1569,110968	2450,827663	3659,689014	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,105803531	0,608927788	0,63570922	0,263487537
	K18-2001-Niedzica-376740-384920-ktO,kUpOwać,brAtA,hEt,gAzdÓwkA - segmenty.txt	0,481537	informator	o	0,520897	K18-2001-Niedzica	K18-2001-Niedzica-376740-384920-ktO,kUpOwać,brAtA,hEt,gAzdÓwkA	350,704797	1756,974354	2664,746411	4035,005162	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,068308663	0,512461677	0,655773367	0,799546213
1539237	K18-2001-Niedzica-792180-798101-tAk,kOpalI,przychodzIlI - segmenty.txt	5,3993	informator	i	5,517731	K18-2001-Niedzica	K18-2001-Niedzica-792180-798101-tAk,kOpalI,przychodzIlI	346,4716437	1754,361235	2707,779151	3978,761624	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,06258765	0,508247101	0,736952307	0,707008405
	M12-1998-Niedzica-96520-107070-rÓżnie,Ugadujemy,pOgÁdamy,U - segmenty.txt	2,050754	informator	u	2,125734	M12-1998-Niedzica	M12-1998-Niedzica-96520-107070-rÓżnie,Ugadujemy,pOgÁdamy,U	341,2872472	1423,599062	2412,42841	3764,003986	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,072605153	0,421903065	0,584490248	0,536494408
	K18-2001-Niedzica-448233-457670-bAbka,dÁwniej,chodzIlI - segmenty.txt	3,797889	informator	i	3,860214	K18-2001-Niedzica	K18-2001-Niedzica-448233-457670-bAbka,dÁwniej,chodzIlI	339,1000163	1827,11953	2643,096034	3944,884013	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0,052625059	0,625595469	0,614931098	0,651269381
953836	M12-1998-Niedzica-244941-256010-tO,byŁ,wYkOpYwany,bO,tO,byŁ,dAwno - segmenty.txt	0,968781	eksplorator	ł	1,023086	M12-1998-Niedzica	M12-1998-Niedzica-244941-256010-tO,byŁ,wYkOpYwany,bO,tO,byŁ,dAwno	323,7645987	1357,04625	2374,731891	3669,622953	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0,023693363	0,336363526	0,53420862	0,289486046
1539464	M12-1998-Niedzica-148792-160010-zA,pAs,byŁo,bEz,pŁot,skÁkać,braŁo,chUdY - segmenty.txt	7,370074	informator	u	7,427073	M12-1998-Niedzica	M12-1998-Niedzica-148792-160010-zA,pAs,byŁo,bEz,pŁot,skÁkać,braŁo,chUdY	315,2764516	1664,465876	2632,812877	3736,473673	673,5264448	1873,379099	2723,93923	3941,107855	315,2764516	1095,343429	1974,231627	3559,011345	0	0,731486318	0,878450809	0,464443728
1539464	K18-2001-Niedzica-112570-126110-bUtY,wIgoń - segmenty.txt	8,534313	informator	i	8,581574	K18-2001-Niedzica	K18-2001-Niedzica-112570-126110-bUtY,wIgoń	300,1611193	2059,257702	2724,869251	3898,350976	1040,091828	2059,257702	2847,220029	4156,838933	300,1611193	1439,238037	2317,122703	3549,049114	0	1	0,769191858	0,574708315
